statefips,countyfips,target
-1.195744450358931,-1.704660426620146,2.72
-1.195744450358931,-1.5696752228679625,2.46
-1.195744450358931,-1.454108971920245,2.73
-1.195744450358931,-1.352535328459298,2.64
-1.195744450358931,-1.2615814172353588,2.26
-1.195744450358931,-1.1789959480865158,2.25
-1.195744450358931,-1.1031954733446314,2.84
-1.195744450358931,-1.0330205937810208,2.59
-1.195744450358931,-0.9675949095089756,2.66
-1.195744450358931,-0.8484126810366042,2.78
-1.195744450358931,-0.7936823851984369,2.41
-1.195744450358931,-0.7416911983902218,2.58
-1.195744450358931,-0.6921429962693284,2.53
-1.195744450358931,-0.6447888926618692,2.71
-1.195744450358931,-0.5994175387152672,2.24
-1.195744450358931,-0.5558478131536311,2.53
-1.195744450358931,-0.5139232255614766,2.54
-1.195744450358931,-0.4735075697184635,3.04
-1.195744450358931,-0.4344815042830214,2.52
-1.195744450358931,-0.3967398316991988,2.35
-1.195744450358931,-0.36018930990811704,3.33
-1.195744450358931,-0.3247468756213473,3.18
-1.195744450358931,-0.290338189061288,2.45
-1.195744450358931,-0.2568964323718745,2.39
-1.195744450358931,-0.2243613100898303,2.64
-1.195744450358931,-0.19267821196853815,2.6
-1.195744450358931,-0.1617975073017256,2.44
-1.195744450358931,-0.13167394655485581,2.52
-1.195744450358931,-0.10226615117333404,2.17
-1.195744450358931,-0.07353617631883969,2.81
-1.195744450358931,-0.045449134289415924,2.57
-1.195744450358931,-0.017972868723021947,2.59
-1.195744450358931,0.008922328472556626,2.43
-1.195744450358931,0.035263964060709425,2.53
-1.195744450358931,0.061077559721026665,2.77
-1.195744450358931,0.08638684209709599,2.52
-1.195744450358931,0.11121391039132836,2.52
-1.195744450358931,0.13557938463830435,2.48
-1.195744450358931,0.15950253728775815,2.39
-1.195744450358931,0.17130392626004137,3.08
-1.195744450358931,0.1830014103175806,2.55
-1.195744450358931,0.20609291975843996,2.66
-1.195744450358931,0.2287929492308504,2.5
-1.195744450358931,0.2511164338617944,2.77
-1.195744450358931,0.2730774357526321,2.75
-1.195744450358931,0.29468921200603754,3.23
